filepath,filename,wnid,specific,coordinate,superordinate,domain
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_22.jpg,tabby_cat_n02123045_22.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_23.jpg,tabby_cat_n02123045_23.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_24.jpg,tabby_cat_n02123045_24.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_25.jpg,tabby_cat_n02123045_25.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_26.jpg,tabby_cat_n02123045_26.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_27.jpg,tabby_cat_n02123045_27.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_28.jpg,tabby_cat_n02123045_28.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_29.jpg,tabby_cat_n02123045_29.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_30.jpg,tabby_cat_n02123045_30.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_31.jpg,tabby_cat_n02123045_31.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_32.jpg,tabby_cat_n02123045_32.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_33.jpg,tabby_cat_n02123045_33.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_34.jpg,tabby_cat_n02123045_34.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_35.jpg,tabby_cat_n02123045_35.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_36.jpg,tabby_cat_n02123045_36.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_37.jpg,tabby_cat_n02123045_37.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_38.jpg,tabby_cat_n02123045_38.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_39.jpg,tabby_cat_n02123045_39.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_40.jpg,tabby_cat_n02123045_40.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_41.jpg,tabby_cat_n02123045_41.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_42.jpg,tabby_cat_n02123045_42.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_43.jpg,tabby_cat_n02123045_43.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_44.jpg,tabby_cat_n02123045_44.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_45.jpg,tabby_cat_n02123045_45.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_46.jpg,tabby_cat_n02123045_46.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_47.jpg,tabby_cat_n02123045_47.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_48.jpg,tabby_cat_n02123045_48.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_49.jpg,tabby_cat_n02123045_49.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_50.jpg,tabby_cat_n02123045_50.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_51.jpg,tabby_cat_n02123045_51.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_52.jpg,tabby_cat_n02123045_52.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_53.jpg,tabby_cat_n02123045_53.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_54.jpg,tabby_cat_n02123045_54.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_55.jpg,tabby_cat_n02123045_55.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_56.jpg,tabby_cat_n02123045_56.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_57.jpg,tabby_cat_n02123045_57.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_58.jpg,tabby_cat_n02123045_58.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_59.jpg,tabby_cat_n02123045_59.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_60.jpg,tabby_cat_n02123045_60.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_61.jpg,tabby_cat_n02123045_61.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_62.jpg,tabby_cat_n02123045_62.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_63.jpg,tabby_cat_n02123045_63.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_64.jpg,tabby_cat_n02123045_64.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_65.jpg,tabby_cat_n02123045_65.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_66.jpg,tabby_cat_n02123045_66.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_67.jpg,tabby_cat_n02123045_67.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_68.jpg,tabby_cat_n02123045_68.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_69.jpg,tabby_cat_n02123045_69.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_70.jpg,tabby_cat_n02123045_70.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_71.jpg,tabby_cat_n02123045_71.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_72.jpg,tabby_cat_n02123045_72.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_73.jpg,tabby_cat_n02123045_73.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_74.jpg,tabby_cat_n02123045_74.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_75.jpg,tabby_cat_n02123045_75.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_76.jpg,tabby_cat_n02123045_76.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_77.jpg,tabby_cat_n02123045_77.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_78.jpg,tabby_cat_n02123045_78.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_79.jpg,tabby_cat_n02123045_79.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_80.jpg,tabby_cat_n02123045_80.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_81.jpg,tabby_cat_n02123045_81.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_82.jpg,tabby_cat_n02123045_82.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_83.jpg,tabby_cat_n02123045_83.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_84.jpg,tabby_cat_n02123045_84.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_85.jpg,tabby_cat_n02123045_85.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_86.jpg,tabby_cat_n02123045_86.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_87.jpg,tabby_cat_n02123045_87.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_88.jpg,tabby_cat_n02123045_88.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_89.jpg,tabby_cat_n02123045_89.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_90.jpg,tabby_cat_n02123045_90.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_91.jpg,tabby_cat_n02123045_91.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_92.jpg,tabby_cat_n02123045_92.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_93.jpg,tabby_cat_n02123045_93.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_94.jpg,tabby_cat_n02123045_94.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_95.jpg,tabby_cat_n02123045_95.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_96.jpg,tabby_cat_n02123045_96.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_97.jpg,tabby_cat_n02123045_97.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_98.jpg,tabby_cat_n02123045_98.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/tabby_cat_n02123045_99.jpg,tabby_cat_n02123045_99.jpg,n02123045,Tabby Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_0.jpg,egyptian_cat_n02124075_0.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_1.jpg,egyptian_cat_n02124075_1.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_2.jpg,egyptian_cat_n02124075_2.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_3.jpg,egyptian_cat_n02124075_3.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_4.jpg,egyptian_cat_n02124075_4.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_5.jpg,egyptian_cat_n02124075_5.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_6.jpg,egyptian_cat_n02124075_6.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_7.jpg,egyptian_cat_n02124075_7.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_8.jpg,egyptian_cat_n02124075_8.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_9.jpg,egyptian_cat_n02124075_9.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_10.jpg,egyptian_cat_n02124075_10.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_11.jpg,egyptian_cat_n02124075_11.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_12.jpg,egyptian_cat_n02124075_12.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_13.jpg,egyptian_cat_n02124075_13.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_14.jpg,egyptian_cat_n02124075_14.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_15.jpg,egyptian_cat_n02124075_15.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_16.jpg,egyptian_cat_n02124075_16.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_17.jpg,egyptian_cat_n02124075_17.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_18.jpg,egyptian_cat_n02124075_18.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_19.jpg,egyptian_cat_n02124075_19.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_20.jpg,egyptian_cat_n02124075_20.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_21.jpg,egyptian_cat_n02124075_21.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_22.jpg,egyptian_cat_n02124075_22.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_23.jpg,egyptian_cat_n02124075_23.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_24.jpg,egyptian_cat_n02124075_24.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_25.jpg,egyptian_cat_n02124075_25.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_26.jpg,egyptian_cat_n02124075_26.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_27.jpg,egyptian_cat_n02124075_27.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_28.jpg,egyptian_cat_n02124075_28.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_29.jpg,egyptian_cat_n02124075_29.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_30.jpg,egyptian_cat_n02124075_30.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_31.jpg,egyptian_cat_n02124075_31.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_32.jpg,egyptian_cat_n02124075_32.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_33.jpg,egyptian_cat_n02124075_33.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_34.jpg,egyptian_cat_n02124075_34.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_35.jpg,egyptian_cat_n02124075_35.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_36.jpg,egyptian_cat_n02124075_36.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_37.jpg,egyptian_cat_n02124075_37.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_38.jpg,egyptian_cat_n02124075_38.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_39.jpg,egyptian_cat_n02124075_39.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_40.jpg,egyptian_cat_n02124075_40.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_41.jpg,egyptian_cat_n02124075_41.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_42.jpg,egyptian_cat_n02124075_42.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_43.jpg,egyptian_cat_n02124075_43.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_44.jpg,egyptian_cat_n02124075_44.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_45.jpg,egyptian_cat_n02124075_45.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_46.jpg,egyptian_cat_n02124075_46.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_47.jpg,egyptian_cat_n02124075_47.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
/home/vmuser/Music/research_project/semantic-dementia-clip/data/raw/egyptian_cat_n02124075_48.jpg,egyptian_cat_n02124075_48.jpg,n02124075,Egyptian Cat,Mammal,Animal,Living
